,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,image_id,label_id
0,0.3592106040535498,0.26940795304016235,0.0,0.1796053020267749,0.08980265101338746,0.0,0.08980265101338746,0.08980265101338746,0.08980265101338746,0.08980265101338746,0.1796053020267749,0.08980265101338746,0.08980265101338746,0.0,0.0,0.08980265101338746,0.08980265101338746,0.0,0.08980265101338746,0.0,0.0,0.0,0.0,0.0,0.08980265101338746,0.1796053020267749,0.26940795304016235,0.0,0.08980265101338746,0.0,0.0,0.08980265101338746,0.08980265101338746,0.0,0.3592106040535498,0.0,0.0,0.1796053020267749,0.08980265101338746,0.08980265101338746,0.1796053020267749,0.0,0.4490132550669373,0.0,0.0,0.0,0.26940795304016235,0.1796053020267749,0.0,0.0,0,0
1,0.0,0.08304547985373997,0.0,0.3321819194149599,0.0,0.2491364395612199,0.0,0.2491364395612199,0.0,0.0,0.0,0.08304547985373997,0.0,0.0,0.08304547985373997,0.16609095970747995,0.0,0.0,0.2491364395612199,0.08304547985373997,0.08304547985373997,0.0,0.0,0.08304547985373997,0.08304547985373997,0.0,0.0,0.08304547985373997,0.0,0.16609095970747995,0.0,0.0,0.0,0.41522739926869984,0.08304547985373997,0.0,0.16609095970747995,0.16609095970747995,0.0,0.0,0.16609095970747995,0.08304547985373997,0.16609095970747995,0.0,0.08304547985373997,0.08304547985373997,0.16609095970747995,0.4982728791224398,0.08304547985373997,0.0,1,0
2,0.0,0.07537783614444091,0.0,0.5276448530110863,0.0,0.30151134457776363,0.15075567228888181,0.0,0.0,0.07537783614444091,0.07537783614444091,0.0,0.3768891807222045,0.0,0.15075567228888181,0.0,0.07537783614444091,0.15075567228888181,0.0,0.0,0.22613350843332272,0.0,0.0,0.0,0.0,0.15075567228888181,0.0,0.15075567228888181,0.07537783614444091,0.0,0.0,0.0,0.0,0.15075567228888181,0.07537783614444091,0.0,0.07537783614444091,0.0,0.07537783614444091,0.15075567228888181,0.0,0.0,0.07537783614444091,0.0,0.0,0.45226701686664544,0.0,0.15075567228888181,0.0,0.0,2,0
3,0.08574929257125441,0.25724787771376323,0.0,0.08574929257125441,0.17149858514250882,0.0,0.08574929257125441,0.08574929257125441,0.17149858514250882,0.17149858514250882,0.08574929257125441,0.25724787771376323,0.0,0.0,0.0,0.08574929257125441,0.25724787771376323,0.08574929257125441,0.08574929257125441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,0.6002450479987809,0.17149858514250882,0.0,0.17149858514250882,0.0,0.08574929257125441,0.0,0.17149858514250882,0.0,0.0,0.08574929257125441,0.25724787771376323,0.0,0.17149858514250882,0.08574929257125441,0.0,0.0,0.17149858514250882,0.0,0.0,0.17149858514250882,0.0,0.0,3,0
4,0.0,0.09622504486493763,0.09622504486493763,0.0,0.09622504486493763,0.19245008972987526,0.28867513459481287,0.09622504486493763,0.09622504486493763,0.09622504486493763,0.28867513459481287,0.0,0.09622504486493763,0.0,0.19245008972987526,0.0,0.09622504486493763,0.19245008972987526,0.09622504486493763,0.0,0.0,0.3849001794597505,0.09622504486493763,0.0,0.09622504486493763,0.0,0.0,0.0,0.09622504486493763,0.28867513459481287,0.0,0.09622504486493763,0.0,0.19245008972987526,0.0,0.0,0.28867513459481287,0.09622504486493763,0.0,0.28867513459481287,0.0,0.09622504486493763,0.09622504486493763,0.28867513459481287,0.0,0.19245008972987526,0.0,0.0,0.09622504486493763,0.09622504486493763,4,0
5,0.2785430072655778,0.4642383454426297,0.0,0.18569533817705186,0.0,0.2785430072655778,0.09284766908852593,0.2785430072655778,0.09284766908852593,0.09284766908852593,0.0,0.0,0.0,0.0,0.0,0.09284766908852593,0.0,0.0,0.0,0.09284766908852593,0.0,0.0,0.09284766908852593,0.0,0.09284766908852593,0.0,0.18569533817705186,0.09284766908852593,0.0,0.0,0.18569533817705186,0.0,0.2785430072655778,0.09284766908852593,0.09284766908852593,0.09284766908852593,0.0,0.09284766908852593,0.0,0.09284766908852593,0.0,0.09284766908852593,0.09284766908852593,0.18569533817705186,0.0,0.18569533817705186,0.09284766908852593,0.2785430072655778,0.2785430072655778,0.09284766908852593,5,0
6,0.0,0.08838834764831843,0.0,0.35355339059327373,0.0,0.0,0.0,0.17677669529663687,0.08838834764831843,0.08838834764831843,0.0,0.0,0.17677669529663687,0.17677669529663687,0.44194173824159216,0.0,0.0,0.2651650429449553,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.08838834764831843,0.0,0.0,0.0,0.0,0.5303300858899106,0.0,0.0,0.0,0.08838834764831843,0.0,0.0,0.0,0.08838834764831843,0.08838834764831843,0.0,0.08838834764831843,0.0,0.08838834764831843,0.08838834764831843,0.0,0.0,6,0
7,0.0,0.07216878364870323,0.0,0.5051814855409226,0.07216878364870323,0.0,0.07216878364870323,0.0,0.0,0.0,0.14433756729740646,0.0,0.0,0.36084391824351614,0.21650635094610968,0.07216878364870323,0.0,0.21650635094610968,0.0,0.0,0.07216878364870323,0.0,0.0,0.0,0.0,0.07216878364870323,0.0,0.0,0.43301270189221935,0.0,0.0,0.14433756729740646,0.0,0.14433756729740646,0.21650635094610968,0.0,0.07216878364870323,0.0,0.0,0.2886751345948129,0.0,0.14433756729740646,0.0,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,7,0
8,0.02171861213815347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02171861213815347,0.0,0.0,0.0,0.0,0.02171861213815347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02171861213815347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990561583550596,0.0,0.0,0.0,0.0,8,0
9,0.1781741612749496,0.0,0.0,0.0,0.1781741612749496,0.0890870806374748,0.1781741612749496,0.0890870806374748,0.0,0.0890870806374748,0.0890870806374748,0.0890870806374748,0.0890870806374748,0.0890870806374748,0.0,0.0,0.0890870806374748,0.0,0.0,0.0890870806374748,0.0890870806374748,0.0890870806374748,0.0,0.5345224838248488,0.1781741612749496,0.3563483225498992,0.1781741612749496,0.0890870806374748,0.0,0.0,0.0,0.0890870806374748,0.1781741612749496,0.0,0.1781741612749496,0.0890870806374748,0.2672612419124244,0.0890870806374748,0.0890870806374748,0.0,0.0,0.0,0.3563483225498992,0.1781741612749496,0.0,0.0,0.0,0.0890870806374748,0.0,0.0,9,0
