0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,image_id,label_id
0.017235238,0.03939483,0.07263421,0.13172646,0.17235237,0.19328088,0.19943632,0.22775136,0.23144461,0.22528918,0.26837727,0.24991095,0.2659151,0.2117472,0.278226,0.27330163,0.28438142,0.25237313,0.20066741,0.12557101,0.10710469,0.089869455,0.07140312,0.07140312,0.065247685,0.08371401,0.093562715,0.10094925,0.10956687,0.13418864,0.118184485,0.07632748,0.0,0.0,0.0011019246,0.0011019246,0.005509623,0.015426943,0.019834641,0.051790453,0.11460015,0.14875981,0.18953101,0.21928298,0.22148684,0.23250608,0.23691377,0.23140416,0.2831946,0.2611561,0.25344265,0.23030223,0.25344265,0.24683109,0.26556382,0.2820927,0.2567484,0.1972445,0.061707772,0.039669283,0.031955812,0.023140416,0.03415966,0.10358091,0.41809416,0.2691417,0.26092362,0.24140571,0.22291507,0.21675152,0.2342149,0.27119622,0.32461363,0.29174137,0.27016896,0.21264248,0.17257941,0.155116,0.10272583,0.1037531,0.07807163,0.051362917,0.042117592,0.043144852,0.028763235,0.028763235,0.023626942,0.019517908,0.01849065,0.029790493,0.014381617,0.021572426,0.021572426,0.010272584,0.0041090334,0.0041090334,0,0
0.0,0.0,0.0,0.0,0.0,0.0050424496,0.008067919,0.041348085,0.075636744,0.11799332,0.17547724,0.21884231,0.23296116,0.25413945,0.24405456,0.2793517,0.31061488,0.30658093,0.29347056,0.29145357,0.35095447,0.2975045,0.20774892,0.11799332,0.070594296,0.044373557,0.044373557,0.026220737,0.023195269,0.023195269,0.033280168,0.036305636,0.0,0.0,0.0,0.0021426126,0.009641756,0.108201936,0.5088705,0.34174672,0.14462635,0.08784711,0.08891842,0.08034797,0.07499144,0.110344544,0.10070279,0.12212892,0.1553394,0.18319337,0.23247346,0.20247689,0.2035482,0.1553394,0.2046195,0.28496748,0.3074649,0.23140216,0.12427153,0.08034797,0.06534968,0.055707928,0.043923557,0.07713405,0.0,0.0,0.0010875812,0.0021751623,0.014138555,0.14138556,0.52965206,0.3230116,0.13703524,0.08809408,0.08265617,0.07395552,0.07830585,0.102232635,0.10114505,0.112020865,0.14573587,0.19902736,0.18162605,0.22077899,0.19250187,0.20011494,0.19250187,0.19793978,0.19576462,0.22077899,0.29364693,0.16857508,0.10114505,0.07069278,0.03697776,0.050028734,1,0
0.139363,0.13189712,0.108255185,0.094567746,0.10078931,0.139363,0.16549356,0.22273193,0.26503855,0.278726,0.28494757,0.27374876,0.24139662,0.19162412,0.1704708,0.15305044,0.139363,0.11074381,0.094567746,0.09830069,0.1094995,0.14185162,0.18291393,0.22148763,0.2662829,0.318544,0.17420375,0.08710188,0.041062314,0.0497725,0.04479525,0.05474975,0.028515995,0.051091157,0.08911248,0.091488816,0.10337048,0.10337048,0.08673615,0.078418985,0.095053315,0.111687645,0.13901547,0.15802613,0.22456345,0.29228893,0.30535877,0.27446645,0.23288062,0.19129479,0.18654212,0.14970897,0.1699078,0.15683797,0.1663433,0.25070313,0.39684758,0.2863481,0.16040246,0.08911248,0.055843823,0.048714824,0.04396216,0.048714824,0.71634066,0.23550926,0.21097705,0.23060282,0.21882735,0.16681907,0.15111844,0.16583776,0.112848185,0.12462365,0.08439082,0.07163407,0.07359664,0.06770891,0.06770891,0.059858605,0.06770891,0.09125984,0.09714757,0.11382948,0.14228685,0.15995005,0.16093133,0.14817458,0.11088561,0.06280247,0.039251544,0.04219541,0.019625772,0.004906443,0.0,0.0,2,0
0.0685756,0.060738385,0.11168026,0.19103202,0.31936637,0.42418906,0.42810765,0.385003,0.28311926,0.26352623,0.2194419,0.20278783,0.14792736,0.14204945,0.11070061,0.09502619,0.07837211,0.07935176,0.05681978,0.058779083,0.040165707,0.032328498,0.039186057,0.017633725,0.030369192,0.010776165,0.019593028,0.014694771,0.02155233,0.013715119,0.024491284,0.02155233,0.0,0.0,0.0032830618,0.009849185,0.01969837,0.054717697,0.09192573,0.11381281,0.19588935,0.25279576,0.3797408,0.39506176,0.3162683,0.26045623,0.22871996,0.2517014,0.22215384,0.24732399,0.1707192,0.16853051,0.16853051,0.13679424,0.11928458,0.12475635,0.09630314,0.087548316,0.07222736,0.05034028,0.043774158,0.04815157,0.03392497,0.11819022,0.6300767,0.31315753,0.30845547,0.31691918,0.28870678,0.21065252,0.1739764,0.15798938,0.16927435,0.13071741,0.12413452,0.090279646,0.076173455,0.08839882,0.07523304,0.089339234,0.058305606,0.06770974,0.06959056,0.071471386,0.055484366,0.03761652,0.04984189,0.042318586,0.024450738,0.024450738,0.0141061945,0.01880826,0.017867846,0.01880826,0.020689085,0.016927434,3,0
0.03552246,0.016651154,0.03219223,0.056613922,0.105457306,0.15985107,0.15208054,0.12321854,0.14542007,0.12765884,0.14764023,0.18871307,0.18982315,0.1920433,0.22423553,0.28195953,0.29084015,0.28639984,0.36632538,0.40517807,0.25642776,0.18316269,0.15430069,0.12654877,0.07881546,0.07770538,0.051063538,0.041072845,0.027751923,0.015541077,0.0044403076,0.0022201538,0.0068613966,0.0068613966,0.019440623,0.024014888,0.051460475,0.051460475,0.060609,0.115500174,0.12579226,0.14180219,0.14065863,0.17382205,0.21041617,0.2630202,0.276743,0.32248563,0.37737682,0.3705154,0.22528252,0.20812903,0.18411414,0.16696066,0.1486636,0.17725274,0.14637646,0.16924778,0.16467352,0.11664374,0.09834668,0.0674704,0.036594115,0.035450548,0.103605144,0.094496995,0.12751402,0.14800735,0.14117624,0.14686882,0.099051066,0.119544394,0.20151769,0.24136582,0.23908879,0.25388953,0.25388953,0.22201101,0.24933545,0.2584436,0.28121397,0.29487616,0.3267547,0.26869026,0.2083488,0.1138518,0.064895526,0.064895526,0.04212517,0.02390888,0.02277036,0.01707777,0.018216288,0.006831108,0.004554072,0.004554072,4,0
0.057213616,0.07912521,0.13755614,0.19111782,0.19476976,0.2227679,0.23859294,0.21181211,0.21059479,0.2337237,0.24833143,0.22763714,0.22520252,0.29824117,0.2653738,0.25320068,0.26415646,0.20450823,0.19598706,0.10347143,0.13999076,0.105906054,0.124165714,0.13146958,0.13146958,0.09495025,0.060865548,0.05234437,0.035302017,0.021911597,0.01339042,0.010955798,0.016566575,0.016566575,0.044966415,0.0709996,0.13371591,0.1455492,0.15264915,0.1987989,0.23429869,0.17749901,0.18459897,0.1597491,0.20589885,0.19761556,0.2212821,0.2697985,0.31121492,0.3490814,0.30293164,0.24613196,0.239032,0.18223232,0.1419992,0.12779929,0.12661596,0.102949426,0.087566175,0.06508297,0.049699724,0.03313315,0.026033187,0.024849862,0.5752845,0.22265638,0.25781265,0.29083824,0.27379277,0.24502857,0.18856546,0.18323874,0.18643478,0.16193192,0.15234384,0.16725864,0.15340918,0.14808248,0.1459518,0.122514285,0.09588074,0.08735801,0.090554036,0.08096596,0.09588074,0.090554036,0.10227279,0.064985834,0.05433242,0.04048298,0.035156272,0.024502857,0.013849441,0.0063920496,0.005326708,0.0,5,0
0.023509918,0.03588356,0.048257202,0.08785285,0.073004484,0.108888045,0.11260013,0.13239796,0.17075625,0.22272554,0.2759322,0.23014973,0.24252337,0.24004865,0.27098274,0.26727065,0.25242227,0.2660333,0.26479593,0.23633654,0.18560462,0.18684198,0.15343316,0.14724633,0.108888045,0.108888045,0.1138375,0.09032758,0.08661549,0.07671658,0.061868206,0.18560462,0.77434367,0.28244203,0.18464556,0.20872977,0.20581047,0.2007017,0.22624555,0.21967714,0.15107365,0.13209821,0.090498224,0.078091204,0.0569263,0.03138245,0.024814028,0.01824561,0.012407014,0.013136839,0.012407014,0.015326312,0.008028068,0.010217541,0.0065684193,0.010217541,0.008757892,0.0051087704,0.0014596487,0.0,0.0,0.0,0.0,0.0,0.94618124,0.24074192,0.16827369,0.10399396,0.056500655,0.04790273,0.031116303,0.018424127,0.022518376,0.016377002,0.0057319505,0.0057319505,0.0020471253,0.0016377001,0.0012282751,0.0012282751,0.0012282751,0.00040942503,0.0016377001,0.00081885007,0.00081885007,0.00081885007,0.0012282751,0.00040942503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
0.0,0.0034875046,0.002325003,0.016275022,0.045337558,0.06858759,0.13368767,0.21390028,0.23831281,0.16507521,0.12787516,0.12438767,0.13368767,0.1476377,0.1581002,0.12671266,0.112762645,0.1464752,0.1464752,0.17670023,0.17321272,0.16740023,0.19413775,0.21622528,0.21157528,0.19065025,0.1499627,0.13950019,0.12671266,0.1581002,0.5475382,0.19878776,0.0058827274,0.007059273,0.007059273,0.009412364,0.031766728,0.064710006,0.08706437,0.116478,0.19060037,0.23060292,0.23883873,0.21883747,0.19530655,0.18589419,0.17412874,0.181188,0.18589419,0.17883492,0.21413128,0.21883747,0.25295728,0.23177946,0.19060037,0.16706946,0.1447151,0.15059783,0.13530274,0.08588782,0.11177182,0.45061693,0.12236073,0.032943275,0.477401,0.2843188,0.3447896,0.23127425,0.20899554,0.2015693,0.18883862,0.2387005,0.24824852,0.22384802,0.21111733,0.22172624,0.18883862,0.1304896,0.07532327,0.07638416,0.055166338,0.06789703,0.032887623,0.042435642,0.045618314,0.024400495,0.033948515,0.03925297,0.10608911,0.15276831,0.13685495,0.055166338,0.0,0.0010608911,0.0,0.0,7,0
0.03587642,0.066804364,0.05938166,0.086598255,0.12989739,0.12742315,0.1509284,0.17319651,0.21278429,0.18061921,0.18804193,0.1793821,0.15711397,0.16824804,0.1509284,0.14721704,0.2424751,0.30804238,0.25237206,0.25360918,0.2635061,0.25360918,0.24371223,0.2424751,0.22762969,0.17072228,0.15587686,0.09402096,0.06556725,0.04082489,0.016082533,0.022268122,0.3436395,0.28778288,0.32178256,0.24649759,0.1991409,0.20642655,0.19185527,0.20642655,0.24771185,0.18821244,0.18821244,0.16514124,0.14207004,0.12992729,0.12142738,0.09957045,0.16149841,0.22464065,0.21371219,0.19671236,0.16878405,0.10928464,0.1250702,0.09835618,0.08378489,0.07042788,0.06435651,0.05707087,0.06921361,0.029142572,0.014571286,0.0012142739,0.77653325,0.30917525,0.2244916,0.1933344,0.1957311,0.18694319,0.14939477,0.11264525,0.07909135,0.065510005,0.06710781,0.07909135,0.16617171,0.11743867,0.09906391,0.11663976,0.067906715,0.07030342,0.067906715,0.05752098,0.035950612,0.01917366,0.008787927,0.004793415,0.001597805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0
0.020646125,0.027932992,0.081370026,0.08379898,0.11173197,0.12994914,0.15302423,0.21010469,0.24896798,0.21253364,0.22467843,0.27932993,0.26597068,0.26111275,0.2586838,0.2586838,0.26354173,0.26354173,0.25989828,0.2040323,0.16031109,0.14816631,0.15302423,0.10808854,0.12023332,0.114160925,0.080155544,0.07043972,0.049793597,0.046150163,0.04857912,0.055865984,0.007004787,0.016344504,0.021014363,0.04669858,0.07355027,0.07822012,0.08288998,0.08405745,0.08172252,0.0887273,0.112076595,0.101569414,0.14943546,0.18912926,0.26851684,0.29536852,0.28019148,0.2860288,0.27085176,0.2731867,0.24750249,0.30120584,0.26851684,0.24283263,0.19496658,0.1646125,0.15760772,0.0922297,0.06654548,0.057205763,0.054870833,0.12725364,0.12386224,0.09352863,0.103639826,0.15672365,0.16304314,0.19590455,0.19464065,0.21233526,0.23634936,0.25404397,0.2692108,0.2944888,0.25151616,0.25025228,0.19084895,0.24393277,0.21107136,0.20727965,0.20475185,0.18705726,0.14787634,0.15672365,0.14029294,0.12639004,0.12386224,0.08720912,0.085945226,0.06951452,0.049292114,0.042972613,0.045500413,0.056875516,9,0
